Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
115.0,2018-02-16,put,AAPL180216P00115000,0.02,0.0,0.05,0.0,0.0,75.0,2774.0,0.6015664843750002,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 20:32:33,"{'contractSymbol': 'AAPL180216P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 75, 'openInterest': 2774, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516307553, 'impliedVolatility': 0.6015664843750002, 'inTheMoney': False}"
115.0,2018-04-20,call,AAPL180420C00115000,63.45,63.5,63.95,1.5499992,2.5040376,12.0,76.0,0.4899953344726563,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:43:54,"{'contractSymbol': 'AAPL180420C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 63.45, 'change': 1.5499992, 'percentChange': 2.5040376, 'volume': 12, 'openInterest': 76, 'bid': 63.5, 'ask': 63.95, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516391034, 'impliedVolatility': 0.4899953344726563, 'inTheMoney': True}"
115.0,2018-04-20,put,AAPL180420P00115000,0.08,0.05,0.11,0.009999998,14.285712,5.0,1459.0,0.389654541015625,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 17:44:28,"{'contractSymbol': 'AAPL180420P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.08, 'change': 0.009999998, 'percentChange': 14.285712, 'volume': 5, 'openInterest': 1459, 'bid': 0.05, 'ask': 0.11, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516383868, 'impliedVolatility': 0.389654541015625, 'inTheMoney': False}"
115.0,2018-06-15,call,AAPL180615C00115000,63.86,63.65,64.25,1.2200012,1.9476393,1.0,1051.0,0.42139250488281255,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:33:07,"{'contractSymbol': 'AAPL180615C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 63.86, 'change': 1.2200012, 'percentChange': 1.9476393, 'volume': 1, 'openInterest': 1051, 'bid': 63.65, 'ask': 64.25, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516386787, 'impliedVolatility': 0.42139250488281255, 'inTheMoney': True}"
115.0,2018-06-15,put,AAPL180615P00115000,0.2,0.13,0.24,0.0,0.0,36.0,3007.0,0.34180345703125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-16 19:09:10,"{'contractSymbol': 'AAPL180615P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.2, 'change': 0.0, 'percentChange': 0.0, 'volume': 36, 'openInterest': 3007, 'bid': 0.13, 'ask': 0.24, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516129750, 'impliedVolatility': 0.34180345703125, 'inTheMoney': False}"
115.0,2018-07-20,put,AAPL180720P00115000,0.24,0.14,0.32,0.0,0.0,1.0,68.0,0.32129584960937496,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 20:02:24,"{'contractSymbol': 'AAPL180720P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.24, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 68, 'bid': 0.14, 'ask': 0.32, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1516305744, 'impliedVolatility': 0.32129584960937496, 'inTheMoney': False}"
115.0,2018-09-21,call,AAPL180921C00115000,58.03,58.05,61.7,0.0,0.0,1.0,17.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-12-12 20:58:47,"{'contractSymbol': 'AAPL180921C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 58.03, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 17, 'bid': 58.05, 'ask': 61.7, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1513112327, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
115.0,2018-09-21,put,AAPL180921P00115000,0.56,0.45,0.52,0.0,0.0,1.0,1936.0,0.3011544494628906,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-17 17:30:29,"{'contractSymbol': 'AAPL180921P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 0.56, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1936, 'bid': 0.45, 'ask': 0.52, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516210229, 'impliedVolatility': 0.3011544494628906, 'inTheMoney': False}"
115.0,2019-01-18,call,AAPL190118C00115000,65.0,64.25,65.95,-0.5,-0.7633588,10.0,5419.0,0.35095863891601553,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:33:27,"{'contractSymbol': 'AAPL190118C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 65.0, 'change': -0.5, 'percentChange': -0.7633588, 'volume': 10, 'openInterest': 5419, 'bid': 64.25, 'ask': 65.95, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516386807, 'impliedVolatility': 0.35095863891601553, 'inTheMoney': True}"
115.0,2019-01-18,put,AAPL190118P00115000,1.1,1.0,1.1,0.060000062,5.7692366,7.0,10784.0,0.28711650390624993,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 15:11:30,"{'contractSymbol': 'AAPL190118P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 1.1, 'change': 0.060000062, 'percentChange': 5.7692366, 'volume': 7, 'openInterest': 10784, 'bid': 1.0, 'ask': 1.1, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516374690, 'impliedVolatility': 0.28711650390624993, 'inTheMoney': False}"
115.0,2020-01-17,call,AAPL200117C00115000,68.2,66.0,70.5,-0.8199997,-1.188061,2.0,384.0,0.34836467071533206,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:59:18,"{'contractSymbol': 'AAPL200117C00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 68.2, 'change': -0.8199997, 'percentChange': -1.188061, 'volume': 2, 'openInterest': 384, 'bid': 66.0, 'ask': 70.5, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516391958, 'impliedVolatility': 0.34836467071533206, 'inTheMoney': True}"
115.0,2020-01-17,put,AAPL200117P00115000,3.0,2.56,3.15,0.19000006,6.761568,70.0,1707.0,0.26569337829589845,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:43:48,"{'contractSymbol': 'AAPL200117P00115000', 'strike': 115.0, 'currency': 'USD', 'lastPrice': 3.0, 'change': 0.19000006, 'percentChange': 6.761568, 'volume': 70, 'openInterest': 1707, 'bid': 2.56, 'ask': 3.15, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516394628, 'impliedVolatility': 0.26569337829589845, 'inTheMoney': False}"
120.0,2018-02-16,call,AAPL180216C00120000,58.65,58.45,58.8,-1.1199989,-1.8738481,113.0,1178.0,0.6865265722656251,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 17:37:59,"{'contractSymbol': 'AAPL180216C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 58.65, 'change': -1.1199989, 'percentChange': -1.8738481, 'volume': 113, 'openInterest': 1178, 'bid': 58.45, 'ask': 58.8, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516383479, 'impliedVolatility': 0.6865265722656251, 'inTheMoney': True}"
120.0,2018-02-16,put,AAPL180216P00120000,0.02,0.01,0.03,-0.02,-50.0,1.0,4057.0,0.5312546875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:46:57,"{'contractSymbol': 'AAPL180216P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': -0.02, 'percentChange': -50.0, 'volume': 1, 'openInterest': 4057, 'bid': 0.01, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516380417, 'impliedVolatility': 0.5312546875, 'inTheMoney': False}"
120.0,2018-04-20,call,AAPL180420C00120000,59.85,58.5,59.1,0.0,0.0,17.0,1012.0,0.47241738525390625,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 17:50:13,"{'contractSymbol': 'AAPL180420C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 59.85, 'change': 0.0, 'percentChange': 0.0, 'volume': 17, 'openInterest': 1012, 'bid': 58.5, 'ask': 59.1, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516297813, 'impliedVolatility': 0.47241738525390625, 'inTheMoney': True}"
120.0,2018-04-20,put,AAPL180420P00120000,0.07,0.06,0.12,-0.030000001,-30.000002,12.0,1421.0,0.35986968261718744,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:56:00,"{'contractSymbol': 'AAPL180420P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.07, 'change': -0.030000001, 'percentChange': -30.000002, 'volume': 12, 'openInterest': 1421, 'bid': 0.06, 'ask': 0.12, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516380960, 'impliedVolatility': 0.35986968261718744, 'inTheMoney': False}"
120.0,2018-06-15,call,AAPL180615C00120000,58.75,58.7,59.35,-1.3800011,-2.2950292,4.0,2272.0,0.3967345483398438,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:52:17,"{'contractSymbol': 'AAPL180615C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 58.75, 'change': -1.3800011, 'percentChange': -2.2950292, 'volume': 4, 'openInterest': 2272, 'bid': 58.7, 'ask': 59.35, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516380737, 'impliedVolatility': 0.3967345483398438, 'inTheMoney': True}"
120.0,2018-06-15,put,AAPL180615P00120000,0.28,0.23,0.32,0.030000001,12.0,5.0,3261.0,0.3276434423828125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:40:47,"{'contractSymbol': 'AAPL180615P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.28, 'change': 0.030000001, 'percentChange': 12.0, 'volume': 5, 'openInterest': 3261, 'bid': 0.23, 'ask': 0.32, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516394447, 'impliedVolatility': 0.3276434423828125, 'inTheMoney': False}"
120.0,2018-07-20,call,AAPL180720C00120000,59.3,58.85,59.5,-1.0,-1.6583748,2.0,23.0,0.36853658813476564,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:03:41,"{'contractSymbol': 'AAPL180720C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 59.3, 'change': -1.0, 'percentChange': -1.6583748, 'volume': 2, 'openInterest': 23, 'bid': 58.85, 'ask': 59.5, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1516388621, 'impliedVolatility': 0.36853658813476564, 'inTheMoney': True}"
120.0,2018-07-20,put,AAPL180720P00120000,0.42,0.28,0.43,0.0,0.0,2.0,81.0,0.309577216796875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-11 16:20:03,"{'contractSymbol': 'AAPL180720P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.42, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 81, 'bid': 0.28, 'ask': 0.43, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1515687603, 'impliedVolatility': 0.309577216796875, 'inTheMoney': False}"
120.0,2018-09-21,call,AAPL180921C00120000,59.45,59.25,59.9,-0.049999237,-0.084032334,502.0,422.0,0.34229173339843744,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:58:45,"{'contractSymbol': 'AAPL180921C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 59.45, 'change': -0.049999237, 'percentChange': -0.084032334, 'volume': 502, 'openInterest': 422, 'bid': 59.25, 'ask': 59.9, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516388325, 'impliedVolatility': 0.34229173339843744, 'inTheMoney': True}"
120.0,2018-09-21,put,AAPL180921P00120000,0.67,0.59,0.7,0.0,0.0,2.0,3551.0,0.2923654748535155,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:16:15,"{'contractSymbol': 'AAPL180921P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.67, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 3551, 'bid': 0.59, 'ask': 0.7, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516389375, 'impliedVolatility': 0.2923654748535155, 'inTheMoney': False}"
120.0,2019-01-18,call,AAPL190118C00120000,60.2,59.55,61.05,-0.8499985,-1.3922989,77.0,13309.0,0.3276434423828125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:55:20,"{'contractSymbol': 'AAPL190118C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 60.2, 'change': -0.8499985, 'percentChange': -1.3922989, 'volume': 77, 'openInterest': 13309, 'bid': 59.55, 'ask': 61.05, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516395320, 'impliedVolatility': 0.3276434423828125, 'inTheMoney': True}"
120.0,2019-01-18,put,AAPL190118P00120000,1.4,1.36,1.58,0.01999998,1.449274,1.0,12904.0,0.28748271118164054,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:32:11,"{'contractSymbol': 'AAPL190118P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 1.4, 'change': 0.01999998, 'percentChange': 1.449274, 'volume': 1, 'openInterest': 12904, 'bid': 1.36, 'ask': 1.58, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516393931, 'impliedVolatility': 0.28748271118164054, 'inTheMoney': False}"
120.0,2020-01-17,call,AAPL200117C00120000,63.45,63.4,64.2,-1.5499992,-2.3846142,311.0,1383.0,0.2998727239990234,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:45:30,"{'contractSymbol': 'AAPL200117C00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 63.45, 'change': -1.5499992, 'percentChange': -2.3846142, 'volume': 311, 'openInterest': 1383, 'bid': 63.4, 'ask': 64.2, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516394730, 'impliedVolatility': 0.2998727239990234, 'inTheMoney': True}"
120.0,2020-01-17,put,AAPL200117P00120000,3.45,3.2,3.5,0.0,0.0,2.0,4292.0,0.25382215911865236,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:43:55,"{'contractSymbol': 'AAPL200117P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 3.45, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 4292, 'bid': 3.2, 'ask': 3.5, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516394635, 'impliedVolatility': 0.25382215911865236, 'inTheMoney': False}"
125.0,2018-02-16,call,AAPL180216C00125000,50.75,52.35,54.6,0.0,0.0,5.0,469.0,0.89257919921875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-17 15:33:15,"{'contractSymbol': 'AAPL180216C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 50.75, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 469, 'bid': 52.35, 'ask': 54.6, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516203195, 'impliedVolatility': 0.89257919921875, 'inTheMoney': True}"
125.0,2018-02-16,put,AAPL180216P00125000,0.03,0.01,0.03,-0.01,-25.0,4.0,5890.0,0.5039112109375,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 15:10:38,"{'contractSymbol': 'AAPL180216P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 0.03, 'change': -0.01, 'percentChange': -25.0, 'volume': 4, 'openInterest': 5890, 'bid': 0.01, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516374638, 'impliedVolatility': 0.5039112109375, 'inTheMoney': False}"
125.0,2018-04-20,call,AAPL180420C00125000,53.93,52.45,54.7,0.0,0.0,2.0,294.0,0.49841810180664065,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 20:30:56,"{'contractSymbol': 'AAPL180420C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 53.93, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 294, 'bid': 52.45, 'ask': 54.7, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516307456, 'impliedVolatility': 0.49841810180664065, 'inTheMoney': True}"
125.0,2018-04-20,put,AAPL180420P00125000,0.15,0.12,0.15,-0.019999996,-11.764703,102.0,2031.0,0.33740896972656254,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:56:37,"{'contractSymbol': 'AAPL180420P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 0.15, 'change': -0.019999996, 'percentChange': -11.764703, 'volume': 102, 'openInterest': 2031, 'bid': 0.12, 'ask': 0.15, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516395397, 'impliedVolatility': 0.33740896972656254, 'inTheMoney': False}"
125.0,2018-06-15,call,AAPL180615C00125000,53.27,52.4,55.4,-1.5299988,-2.7919686,2.0,2598.0,0.43836010864257813,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:05:39,"{'contractSymbol': 'AAPL180615C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 53.27, 'change': -1.5299988, 'percentChange': -2.7919686, 'volume': 2, 'openInterest': 2598, 'bid': 52.4, 'ask': 55.4, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516377939, 'impliedVolatility': 0.43836010864257813, 'inTheMoney': True}"
125.0,2018-06-15,put,AAPL180615P00125000,0.37,0.34,0.41,0.0,0.0,7.0,16719.0,0.31153032226562494,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:43:49,"{'contractSymbol': 'AAPL180615P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 0.37, 'change': 0.0, 'percentChange': 0.0, 'volume': 7, 'openInterest': 16719, 'bid': 0.34, 'ask': 0.41, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516394629, 'impliedVolatility': 0.31153032226562494, 'inTheMoney': False}"
125.0,2018-07-20,call,AAPL180720C00125000,51.04,50.55,51.4,0.0,0.0,4.0,0.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-06 04:50:09,"{'contractSymbol': 'AAPL180720C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 51.04, 'change': 0.0, 'percentChange': 0.0, 'volume': 4, 'openInterest': 0, 'bid': 50.55, 'ask': 51.4, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1515214209, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
125.0,2018-07-20,put,AAPL180720P00125000,0.47,0.36,0.53,-0.14000002,-22.950823,86.0,210.0,0.2933420275878905,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 17:02:06,"{'contractSymbol': 'AAPL180720P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 0.47, 'change': -0.14000002, 'percentChange': -22.950823, 'volume': 86, 'openInterest': 210, 'bid': 0.36, 'ask': 0.53, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1516381326, 'impliedVolatility': 0.2933420275878905, 'inTheMoney': False}"
125.0,2018-09-21,call,AAPL180921C00125000,53.52,52.7,55.65,0.0,0.0,11.0,737.0,0.350470362548828,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-16 18:55:35,"{'contractSymbol': 'AAPL180921C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 53.52, 'change': 0.0, 'percentChange': 0.0, 'volume': 11, 'openInterest': 737, 'bid': 52.7, 'ask': 55.65, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516128935, 'impliedVolatility': 0.350470362548828, 'inTheMoney': True}"
125.0,2018-09-21,put,AAPL180921P00125000,0.9,0.83,0.96,0.029999971,3.4482725,9.0,2216.0,0.28552960571289054,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:36:18,"{'contractSymbol': 'AAPL180921P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 0.9, 'change': 0.029999971, 'percentChange': 3.4482725, 'volume': 9, 'openInterest': 2216, 'bid': 0.83, 'ask': 0.96, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516394178, 'impliedVolatility': 0.28552960571289054, 'inTheMoney': False}"
125.0,2019-01-18,call,AAPL190118C00125000,56.5,54.6,56.45,-0.5,-0.877193,19.0,6719.0,0.3147041186523437,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:31:27,"{'contractSymbol': 'AAPL190118C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 56.5, 'change': -0.5, 'percentChange': -0.877193, 'volume': 19, 'openInterest': 6719, 'bid': 54.6, 'ask': 56.45, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516386687, 'impliedVolatility': 0.3147041186523437, 'inTheMoney': True}"
125.0,2019-01-18,put,AAPL190118P00125000,1.83,1.82,2.0,0.05000007,2.8089929,112.0,14443.0,0.2805247729492187,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:59:30,"{'contractSymbol': 'AAPL190118P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 1.83, 'change': 0.05000007, 'percentChange': 2.8089929, 'volume': 112, 'openInterest': 14443, 'bid': 1.82, 'ask': 2.0, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516395570, 'impliedVolatility': 0.2805247729492187, 'inTheMoney': False}"
125.0,2020-01-17,call,AAPL200117C00125000,59.87,58.5,61.95,-0.97999954,-1.6105169,12.0,1751.0,0.32529361236572263,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:50:17,"{'contractSymbol': 'AAPL200117C00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 59.87, 'change': -0.97999954, 'percentChange': -1.6105169, 'volume': 12, 'openInterest': 1751, 'bid': 58.5, 'ask': 61.95, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516395017, 'impliedVolatility': 0.32529361236572263, 'inTheMoney': True}"
125.0,2020-01-17,put,AAPL200117P00125000,4.3,4.25,4.4,-0.1699996,-3.8031232,51.0,4453.0,0.2526625027465821,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:42:17,"{'contractSymbol': 'AAPL200117P00125000', 'strike': 125.0, 'currency': 'USD', 'lastPrice': 4.3, 'change': -0.1699996, 'percentChange': -3.8031232, 'volume': 51, 'openInterest': 4453, 'bid': 4.25, 'ask': 4.4, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516394537, 'impliedVolatility': 0.2526625027465821, 'inTheMoney': False}"
130.0,2018-02-16,call,AAPL180216C00130000,48.7,48.5,48.8,-0.88000107,-1.7749114,434.0,1817.0,0.5751995605468749,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:31:52,"{'contractSymbol': 'AAPL180216C00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 48.7, 'change': -0.88000107, 'percentChange': -1.7749114, 'volume': 434, 'openInterest': 1817, 'bid': 48.5, 'ask': 48.8, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516393912, 'impliedVolatility': 0.5751995605468749, 'inTheMoney': True}"
130.0,2018-02-16,put,AAPL180216P00130000,0.04,0.04,0.06,0.0,0.0,31.0,6061.0,0.49023947265625006,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:41:27,"{'contractSymbol': 'AAPL180216P00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 0.04, 'change': 0.0, 'percentChange': 0.0, 'volume': 31, 'openInterest': 6061, 'bid': 0.04, 'ask': 0.06, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516394487, 'impliedVolatility': 0.49023947265625006, 'inTheMoney': False}"
130.0,2018-04-20,call,AAPL180420C00130000,48.83,48.7,49.2,-1.1699982,-2.3399963,34.0,1217.0,0.40332627929687503,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:10:03,"{'contractSymbol': 'AAPL180420C00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 48.83, 'change': -1.1699982, 'percentChange': -2.3399963, 'volume': 34, 'openInterest': 1217, 'bid': 48.7, 'ask': 49.2, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516389003, 'impliedVolatility': 0.40332627929687503, 'inTheMoney': True}"
130.0,2018-04-20,put,AAPL180420P00130000,0.2,0.15,0.21,0.0,0.0,3.0,2286.0,0.32031929687499994,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:44:53,"{'contractSymbol': 'AAPL180420P00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 0.2, 'change': 0.0, 'percentChange': 0.0, 'volume': 3, 'openInterest': 2286, 'bid': 0.15, 'ask': 0.21, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516394693, 'impliedVolatility': 0.32031929687499994, 'inTheMoney': False}"
130.0,2018-06-15,call,AAPL180615C00130000,48.65,48.95,49.6,-1.5499992,-3.087648,1.0,2719.0,0.3490055334472656,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 15:56:58,"{'contractSymbol': 'AAPL180615C00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 48.65, 'change': -1.5499992, 'percentChange': -3.087648, 'volume': 1, 'openInterest': 2719, 'bid': 48.95, 'ask': 49.6, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516377418, 'impliedVolatility': 0.3490055334472656, 'inTheMoney': True}"
130.0,2018-06-15,put,AAPL180615P00130000,0.48,0.46,0.56,0.0,0.0,137.0,8757.0,0.29932341308593746,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:56:20,"{'contractSymbol': 'AAPL180615P00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 0.48, 'change': 0.0, 'percentChange': 0.0, 'volume': 137, 'openInterest': 8757, 'bid': 0.46, 'ask': 0.56, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1516388180, 'impliedVolatility': 0.29932341308593746, 'inTheMoney': False}"
