Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
2.5,2018-02-16,call,AAPL180216C00002500,170.91,172.2,172.85,0.0,0.0,1.0,1.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-06 04:49:47,"{'contractSymbol': 'AAPL180216C00002500', 'strike': 2.5, 'currency': 'USD', 'lastPrice': 170.91, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1, 'bid': 172.2, 'ask': 172.85, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1515214187, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
2.5,2018-02-16,put,AAPL180216P00002500,0.02,0.0,0.02,0.0,0.0,3.0,0.0,5.250003437499999,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-20 04:44:39,"{'contractSymbol': 'AAPL180216P00002500', 'strike': 2.5, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 3, 'openInterest': 0, 'bid': 0.0, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516423479, 'impliedVolatility': 5.250003437499999, 'inTheMoney': False}"
2.5,2018-04-20,call,AAPL180420C00002500,170.95,166.5,167.5,-1.0,-0.5815644,5.0,5.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-28 16:24:01,"{'contractSymbol': 'AAPL180420C00002500', 'strike': 2.5, 'currency': 'USD', 'lastPrice': 170.95, 'change': -1.0, 'percentChange': -0.5815644, 'volume': 5, 'openInterest': 5, 'bid': 166.5, 'ask': 167.5, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1511886241, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
2.5,2018-04-20,put,AAPL180420P00002500,0.01,0.0,0.01,0.0,0.0,1.0,1.0,2.750003125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-09-23 03:55:28,"{'contractSymbol': 'AAPL180420P00002500', 'strike': 2.5, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1506138928, 'impliedVolatility': 2.750003125, 'inTheMoney': False}"
5.0,2018-04-20,call,AAPL180420C00005000,168.25,164.0,164.95,-1.1000061,-0.64954597,5.0,5.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-28 16:24:01,"{'contractSymbol': 'AAPL180420C00005000', 'strike': 5.0, 'currency': 'USD', 'lastPrice': 168.25, 'change': -1.1000061, 'percentChange': -0.64954597, 'volume': 5, 'openInterest': 5, 'bid': 164.0, 'ask': 164.95, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1511886241, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
7.5,2018-02-16,call,AAPL180216C00007500,165.92,167.2,167.85,0.0,0.0,1.0,1.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-06 04:49:52,"{'contractSymbol': 'AAPL180216C00007500', 'strike': 7.5, 'currency': 'USD', 'lastPrice': 165.92, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1, 'bid': 167.2, 'ask': 167.85, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1515214192, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
22.5,2018-04-20,call,AAPL180420C00022500,149.45,145.55,149.45,0.0,0.0,5.0,5.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-18 04:48:55,"{'contractSymbol': 'AAPL180420C00022500', 'strike': 22.5, 'currency': 'USD', 'lastPrice': 149.45, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 5, 'bid': 145.55, 'ask': 149.45, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1510980535, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
40.0,2018-04-20,call,AAPL180420C00040000,135.39,134.45,135.3,0.0,0.0,144.0,0.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-11 04:45:06,"{'contractSymbol': 'AAPL180420C00040000', 'strike': 40.0, 'currency': 'USD', 'lastPrice': 135.39, 'change': 0.0, 'percentChange': 0.0, 'volume': 144, 'openInterest': 0, 'bid': 134.45, 'ask': 135.3, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1510375506, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
42.5,2019-01-18,call,AAPL190118C00042500,135.83,135.75,136.3,-0.41999817,-0.30825552,38.0,470.0,0.5468795312500001,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:52:13,"{'contractSymbol': 'AAPL190118C00042500', 'strike': 42.5, 'currency': 'USD', 'lastPrice': 135.83, 'change': -0.41999817, 'percentChange': -0.30825552, 'volume': 38, 'openInterest': 470, 'bid': 135.75, 'ask': 136.3, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516395133, 'impliedVolatility': 0.5468795312500001, 'inTheMoney': True}"
42.5,2019-01-18,put,AAPL190118P00042500,0.01,0.0,0.05,0.0,0.0,15.0,3043.0,0.500005,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-10 19:06:22,"{'contractSymbol': 'AAPL190118P00042500', 'strike': 42.5, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 15, 'openInterest': 3043, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1515611182, 'impliedVolatility': 0.500005, 'inTheMoney': False}"
47.5,2019-01-18,call,AAPL190118C00047500,130.35,130.75,131.3,-1.0999908,-0.83681315,6.0,127.0,0.5048877636718749,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:10:38,"{'contractSymbol': 'AAPL190118C00047500', 'strike': 47.5, 'currency': 'USD', 'lastPrice': 130.35, 'change': -1.0999908, 'percentChange': -0.83681315, 'volume': 6, 'openInterest': 127, 'bid': 130.75, 'ask': 131.3, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516378238, 'impliedVolatility': 0.5048877636718749, 'inTheMoney': True}"
47.5,2019-01-18,put,AAPL190118P00047500,0.02,0.0,0.05,-0.02,-50.0,165.0,1094.0,0.49609878906250005,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-12 20:27:27,"{'contractSymbol': 'AAPL190118P00047500', 'strike': 47.5, 'currency': 'USD', 'lastPrice': 0.02, 'change': -0.02, 'percentChange': -50.0, 'volume': 165, 'openInterest': 1094, 'bid': 0.0, 'ask': 0.05, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1515788847, 'impliedVolatility': 0.49609878906250005, 'inTheMoney': False}"
50.0,2018-04-20,call,AAPL180420C00050000,127.33,127.4,129.7,0.0,0.0,7.0,180.0,1.01953615234375,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-17 19:31:55,"{'contractSymbol': 'AAPL180420C00050000', 'strike': 50.0, 'currency': 'USD', 'lastPrice': 127.33, 'change': 0.0, 'percentChange': 0.0, 'volume': 7, 'openInterest': 180, 'bid': 127.4, 'ask': 129.7, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516217515, 'impliedVolatility': 1.01953615234375, 'inTheMoney': True}"
50.0,2018-04-20,put,AAPL180420P00050000,0.01,0.0,0.02,0.0,0.0,2.0,0.0,0.8281267187499999,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-10-21 03:47:28,"{'contractSymbol': 'AAPL180420P00050000', 'strike': 50.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 0, 'bid': 0.0, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1508557648, 'impliedVolatility': 0.8281267187499999, 'inTheMoney': False}"
50.0,2020-01-17,call,AAPL200117C00050000,128.5,126.0,130.8,5.9100037,4.820951,4.0,5.0,0.6092568371582032,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 19:33:03,"{'contractSymbol': 'AAPL200117C00050000', 'strike': 50.0, 'currency': 'USD', 'lastPrice': 128.5, 'change': 5.9100037, 'percentChange': 4.820951, 'volume': 4, 'openInterest': 5, 'bid': 126.0, 'ask': 130.8, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516390383, 'impliedVolatility': 0.6092568371582032, 'inTheMoney': True}"
50.0,2020-01-17,put,AAPL200117P00050000,0.1,0.06,0.08,0.040000003,66.66667,15.0,71.0,0.3544986425781249,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 14:59:35,"{'contractSymbol': 'AAPL200117P00050000', 'strike': 50.0, 'currency': 'USD', 'lastPrice': 0.1, 'change': 0.040000003, 'percentChange': 66.66667, 'volume': 15, 'openInterest': 71, 'bid': 0.06, 'ask': 0.08, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516373975, 'impliedVolatility': 0.3544986425781249, 'inTheMoney': False}"
55.0,2018-04-20,call,AAPL180420C00055000,120.37,119.55,120.35,0.0,0.0,10.0,0.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-09 20:15:33,"{'contractSymbol': 'AAPL180420C00055000', 'strike': 55.0, 'currency': 'USD', 'lastPrice': 120.37, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 0, 'bid': 119.55, 'ask': 120.35, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1510258533, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
55.0,2018-04-20,put,AAPL180420P00055000,0.01,0.0,0.02,-0.01,-50.0,1.0,1.0,0.7656273437500001,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-10-16 15:44:49,"{'contractSymbol': 'AAPL180420P00055000', 'strike': 55.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': -0.01, 'percentChange': -50.0, 'volume': 1, 'openInterest': 1, 'bid': 0.0, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1508168689, 'impliedVolatility': 0.7656273437500001, 'inTheMoney': False}"
55.0,2019-01-18,call,AAPL190118C00055000,122.85,123.25,123.8,-1.8199997,-1.4598538,6.0,446.0,0.5585981640625001,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 16:10:38,"{'contractSymbol': 'AAPL190118C00055000', 'strike': 55.0, 'currency': 'USD', 'lastPrice': 122.85, 'change': -1.8199997, 'percentChange': -1.4598538, 'volume': 6, 'openInterest': 446, 'bid': 123.25, 'ask': 123.8, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516378238, 'impliedVolatility': 0.5585981640625001, 'inTheMoney': True}"
55.0,2019-01-18,put,AAPL190118P00055000,0.04,0.0,0.12,0.0,0.0,30.0,1251.0,0.48730981445312505,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-03 15:41:08,"{'contractSymbol': 'AAPL190118P00055000', 'strike': 55.0, 'currency': 'USD', 'lastPrice': 0.04, 'change': 0.0, 'percentChange': 0.0, 'volume': 30, 'openInterest': 1251, 'bid': 0.0, 'ask': 0.12, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1514994068, 'impliedVolatility': 0.48730981445312505, 'inTheMoney': False}"
55.0,2020-01-17,call,AAPL200117C00055000,118.28,117.5,122.0,0.0,0.0,1.0,11.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-06 04:51:37,"{'contractSymbol': 'AAPL200117C00055000', 'strike': 55.0, 'currency': 'USD', 'lastPrice': 118.28, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 11, 'bid': 117.5, 'ask': 122.0, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1515214297, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
60.0,2018-04-20,call,AAPL180420C00060000,113.95,116.6,117.5,0.0,0.0,1.0,0.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-10 19:03:22,"{'contractSymbol': 'AAPL180420C00060000', 'strike': 60.0, 'currency': 'USD', 'lastPrice': 113.95, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 0, 'bid': 116.6, 'ask': 117.5, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1515611002, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
60.0,2018-04-20,put,AAPL180420P00060000,0.02,0.0,0.03,0.0,0.0,212.0,212.0,0.73437765625,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-10-28 03:52:14,"{'contractSymbol': 'AAPL180420P00060000', 'strike': 60.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 212, 'openInterest': 212, 'bid': 0.0, 'ask': 0.03, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1509162734, 'impliedVolatility': 0.73437765625, 'inTheMoney': False}"
60.0,2019-01-18,call,AAPL190118C00060000,118.4,118.25,118.8,2.959999,2.5641017,12.0,1616.0,0.5195360546875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 20:50:00,"{'contractSymbol': 'AAPL190118C00060000', 'strike': 60.0, 'currency': 'USD', 'lastPrice': 118.4, 'change': 2.959999, 'percentChange': 2.5641017, 'volume': 12, 'openInterest': 1616, 'bid': 118.25, 'ask': 118.8, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516395000, 'impliedVolatility': 0.5195360546875, 'inTheMoney': True}"
60.0,2019-01-18,put,AAPL190118P00060000,0.06,0.03,0.09,0.0,0.0,200.0,1644.0,0.437505625,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 15:15:16,"{'contractSymbol': 'AAPL190118P00060000', 'strike': 60.0, 'currency': 'USD', 'lastPrice': 0.06, 'change': 0.0, 'percentChange': 0.0, 'volume': 200, 'openInterest': 1644, 'bid': 0.03, 'ask': 0.09, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516288516, 'impliedVolatility': 0.437505625, 'inTheMoney': False}"
60.0,2020-01-17,call,AAPL200117C00060000,116.5,114.5,119.0,1.5999985,1.3925139,1.0,6.0,0.3942931665039063,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-12 16:39:23,"{'contractSymbol': 'AAPL200117C00060000', 'strike': 60.0, 'currency': 'USD', 'lastPrice': 116.5, 'change': 1.5999985, 'percentChange': 1.3925139, 'volume': 1, 'openInterest': 6, 'bid': 114.5, 'ask': 119.0, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1515775163, 'impliedVolatility': 0.3942931665039063, 'inTheMoney': True}"
65.0,2018-04-20,put,AAPL180420P00065000,0.02,0.0,0.07,-0.01,-33.333336,2.0,621.0,0.7382838671874999,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-10-20 18:45:48,"{'contractSymbol': 'AAPL180420P00065000', 'strike': 65.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': -0.01, 'percentChange': -33.333336, 'volume': 2, 'openInterest': 621, 'bid': 0.0, 'ask': 0.07, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1508525148, 'impliedVolatility': 0.7382838671874999, 'inTheMoney': False}"
65.0,2019-01-18,call,AAPL190118C00065000,107.0,104.0,107.0,0.0,0.0,5.0,51.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-16 19:14:36,"{'contractSymbol': 'AAPL190118C00065000', 'strike': 65.0, 'currency': 'USD', 'lastPrice': 107.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 5, 'openInterest': 51, 'bid': 104.0, 'ask': 107.0, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1510859676, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
65.0,2019-01-18,put,AAPL190118P00065000,0.01,0.01,0.25,0.0,0.0,1.0,1444.0,0.463872548828125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-12-28 19:53:08,"{'contractSymbol': 'AAPL190118P00065000', 'strike': 65.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1444, 'bid': 0.01, 'ask': 0.25, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1514490788, 'impliedVolatility': 0.463872548828125, 'inTheMoney': False}"
70.0,2018-02-16,call,AAPL180216C00070000,109.7,108.25,108.8,0.0,0.0,1.0,6.0,1.3398470507812497,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-18 18:38:59,"{'contractSymbol': 'AAPL180216C00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 109.7, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 6, 'bid': 108.25, 'ask': 108.8, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1516300739, 'impliedVolatility': 1.3398470507812497, 'inTheMoney': True}"
70.0,2018-04-20,call,AAPL180420C00070000,105.37,104.6,105.45,0.0,0.0,4.0,4.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-09 20:15:48,"{'contractSymbol': 'AAPL180420C00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 105.37, 'change': 0.0, 'percentChange': 0.0, 'volume': 4, 'openInterest': 4, 'bid': 104.6, 'ask': 105.45, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1510258548, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
70.0,2018-04-20,put,AAPL180420P00070000,0.01,0.0,0.02,-0.02,-66.66667,5.0,473.0,0.6093789062500001,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-12 17:10:44,"{'contractSymbol': 'AAPL180420P00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': -0.02, 'percentChange': -66.66667, 'volume': 5, 'openInterest': 473, 'bid': 0.0, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1515777044, 'impliedVolatility': 0.6093789062500001, 'inTheMoney': False}"
70.0,2018-06-15,call,AAPL180615C00070000,103.65,104.35,105.85,0.0,0.0,4.0,15.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-21 16:24:23,"{'contractSymbol': 'AAPL180615C00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 103.65, 'change': 0.0, 'percentChange': 0.0, 'volume': 4, 'openInterest': 15, 'bid': 104.35, 'ask': 105.85, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1511281463, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
70.0,2018-06-15,put,AAPL180615P00070000,0.01,0.0,0.1,0.0,0.0,404.0,2277.0,0.56055126953125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-12-28 17:43:00,"{'contractSymbol': 'AAPL180615P00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 404, 'openInterest': 2277, 'bid': 0.0, 'ask': 0.1, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1514482980, 'impliedVolatility': 0.56055126953125, 'inTheMoney': False}"
70.0,2018-07-20,put,AAPL180720P00070000,0.1,0.0,0.06,0.0,0.0,2.0,0.0,0.5136767382812499,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-13 04:45:01,"{'contractSymbol': 'AAPL180720P00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 0.1, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 0, 'bid': 0.0, 'ask': 0.06, 'contractSize': 'REGULAR', 'expiration': 1532044800, 'lastTradeDate': 1515818701, 'impliedVolatility': 0.5136767382812499, 'inTheMoney': False}"
70.0,2019-01-18,call,AAPL190118C00070000,108.0,106.0,110.8,0.0,0.0,10.0,239.0,0.6507603283691408,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-16 14:30:01,"{'contractSymbol': 'AAPL190118C00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 108.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 239, 'bid': 106.0, 'ask': 110.8, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516113001, 'impliedVolatility': 0.6507603283691408, 'inTheMoney': True}"
70.0,2019-01-18,put,AAPL190118P00070000,0.08,0.0,0.12,-0.020000003,-20.000004,12.0,1803.0,0.39258419921875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-12 14:55:12,"{'contractSymbol': 'AAPL190118P00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 0.08, 'change': -0.020000003, 'percentChange': -20.000004, 'volume': 12, 'openInterest': 1803, 'bid': 0.0, 'ask': 0.12, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1515768912, 'impliedVolatility': 0.39258419921875, 'inTheMoney': False}"
70.0,2020-01-17,call,AAPL200117C00070000,108.0,106.0,110.8,0.0,0.0,10.0,23.0,0.4596001306152344,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-17 18:39:21,"{'contractSymbol': 'AAPL200117C00070000', 'strike': 70.0, 'currency': 'USD', 'lastPrice': 108.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 23, 'bid': 106.0, 'ask': 110.8, 'contractSize': 'REGULAR', 'expiration': 1579219200, 'lastTradeDate': 1516214361, 'impliedVolatility': 0.4596001306152344, 'inTheMoney': True}"
75.0,2018-02-16,call,AAPL180216C00075000,100.0,99.8,100.45,0.0,0.0,10.0,0.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-06 04:49:52,"{'contractSymbol': 'AAPL180216C00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 100.0, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 0, 'bid': 99.8, 'ask': 100.45, 'contractSize': 'REGULAR', 'expiration': 1518739200, 'lastTradeDate': 1515214192, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
75.0,2018-04-20,put,AAPL180420P00075000,0.01,0.0,0.02,0.0,0.0,363.0,3198.0,0.570316796875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 15:24:38,"{'contractSymbol': 'AAPL180420P00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 363, 'openInterest': 3198, 'bid': 0.0, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1524182400, 'lastTradeDate': 1516375478, 'impliedVolatility': 0.570316796875, 'inTheMoney': False}"
75.0,2018-06-15,call,AAPL180615C00075000,100.45,99.5,100.6,0.0,0.0,42.0,2.0,1.0000000000000003e-05,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-11-09 20:20:10,"{'contractSymbol': 'AAPL180615C00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 100.45, 'change': 0.0, 'percentChange': 0.0, 'volume': 42, 'openInterest': 2, 'bid': 99.5, 'ask': 100.6, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1510258810, 'impliedVolatility': 1.0000000000000003e-05, 'inTheMoney': True}"
75.0,2018-06-15,put,AAPL180615P00075000,0.03,0.0,0.06,-0.049999997,-62.5,300.0,883.0,0.5312546875,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2017-12-08 20:11:29,"{'contractSymbol': 'AAPL180615P00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 0.03, 'change': -0.049999997, 'percentChange': -62.5, 'volume': 300, 'openInterest': 883, 'bid': 0.0, 'ask': 0.06, 'contractSize': 'REGULAR', 'expiration': 1529020800, 'lastTradeDate': 1512763889, 'impliedVolatility': 0.5312546875, 'inTheMoney': False}"
75.0,2018-09-21,call,AAPL180921C00075000,104.51,101.6,105.3,0.0,0.0,1.0,1.0,0.70117486328125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-20 04:44:14,"{'contractSymbol': 'AAPL180921C00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 104.51, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 1, 'bid': 101.6, 'ask': 105.3, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516423454, 'impliedVolatility': 0.70117486328125, 'inTheMoney': True}"
75.0,2018-09-21,put,AAPL180921P00075000,0.05,0.0,0.1,-0.040000003,-44.444447,10.0,940.0,0.43555251953125,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 18:32:47,"{'contractSymbol': 'AAPL180921P00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 0.05, 'change': -0.040000003, 'percentChange': -44.444447, 'volume': 10, 'openInterest': 940, 'bid': 0.0, 'ask': 0.1, 'contractSize': 'REGULAR', 'expiration': 1537488000, 'lastTradeDate': 1516386767, 'impliedVolatility': 0.43555251953125, 'inTheMoney': False}"
75.0,2019-01-18,call,AAPL190118C00075000,103.14,101.0,105.8,-0.8600006,-0.82692367,1.0,259.0,0.6081582153320313,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-19 15:26:12,"{'contractSymbol': 'AAPL190118C00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 103.14, 'change': -0.8600006, 'percentChange': -0.82692367, 'volume': 1, 'openInterest': 259, 'bid': 101.0, 'ask': 105.8, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1516375572, 'impliedVolatility': 0.6081582153320313, 'inTheMoney': True}"
75.0,2019-01-18,put,AAPL190118P00075000,0.14,0.07,0.13,0.049999997,55.555553,14.0,2219.0,0.36914693359375,AAPL,False,AAPL,178.46,2018-01-19 21:00:00,2018-01-12 19:24:23,"{'contractSymbol': 'AAPL190118P00075000', 'strike': 75.0, 'currency': 'USD', 'lastPrice': 0.14, 'change': 0.049999997, 'percentChange': 55.555553, 'volume': 14, 'openInterest': 2219, 'bid': 0.07, 'ask': 0.13, 'contractSize': 'REGULAR', 'expiration': 1547769600, 'lastTradeDate': 1515785063, 'impliedVolatility': 0.36914693359375, 'inTheMoney': False}"
